iter	Logloss
226	0.5648222238
227	0.5646076214
228	0.5643830204
229	0.5641999418
230	0.5640020747
231	0.5638383909
232	0.5636431589
233	0.5634706171
234	0.5632822926
235	0.5630908882
236	0.5628859892
237	0.5626826112
238	0.5624796234
239	0.5622958884
240	0.5620990088
241	0.5619091304
242	0.5617514857
243	0.561549188
244	0.5613740685
245	0.5611760197
246	0.5609994942
247	0.5608277384
248	0.5606443682
249	0.5604735586
250	0.5603090062
251	0.5601673588
252	0.5599965921
253	0.5598167072
254	0.5596403535
255	0.5594688135
256	0.5593110193
257	0.5591569679
258	0.5589915314
259	0.5588398921
260	0.5586881155
261	0.5585053121
262	0.5583337226
263	0.5581763261
264	0.558039835
265	0.5578955489
266	0.5577491291
267	0.5576138266
268	0.5574562818
269	0.557324616
270	0.5571687313
271	0.5570210781
272	0.5568675772
273	0.5567016055
274	0.5565440805
275	0.5564195884
276	0.5562838638
277	0.556148548
278	0.5559838611
279	0.555873298
280	0.5557388357
281	0.5556202314
282	0.5554897742
283	0.5553334334
284	0.5552181214
285	0.555093879
286	0.554964348
287	0.5548327624
288	0.5547354355
289	0.5546108722
290	0.5544870382
291	0.5543576206
292	0.5542331621
293	0.5540900574
294	0.5539580877
295	0.5538258645
296	0.5536898182
297	0.5535632092
298	0.5534554129
299	0.5533228179
300	0.5531599587
301	0.5530525276
302	0.5529279179
303	0.552817424
304	0.5526818799
305	0.5525779933
306	0.5524470305
307	0.5523501815
308	0.5522283253
309	0.552123471
310	0.5520109842
311	0.5518837396
312	0.551767523
313	0.5516631278
314	0.5515716593
315	0.5514412991
316	0.5513430791
317	0.5512426349
318	0.5511340557
319	0.551010663
320	0.550906633
321	0.5507803175
322	0.5506741048
323	0.5505418359
324	0.5504153747
325	0.5503133288
326	0.5502199853
327	0.5501197935
328	0.5500057414
329	0.54991099
330	0.5498012436
331	0.5497121606
332	0.5496122701
333	0.5494854678
334	0.549408269
335	0.5493245064
336	0.5492399116
337	0.5491454045
338	0.5490326952
339	0.5489345301
340	0.5488305388
341	0.548747895
342	0.5486469814
343	0.548563166
344	0.5484591495
345	0.5483494246
346	0.5482536899
347	0.5481601175
348	0.5480701644
349	0.5479683144
350	0.5478967595
351	0.5477854753
352	0.5477058979
353	0.5476086257
354	0.5475164079
355	0.5474153033
356	0.5473094507
357	0.5472062732
358	0.5471240666
359	0.5470298223
360	0.5469336238
361	0.5468127468
362	0.5467111909
363	0.5466194231
364	0.5465316276
365	0.546433797
366	0.5463498567
367	0.5462485482
368	0.5461684262
369	0.5460806685
370	0.545990012
371	0.5458738008
372	0.5458003577
373	0.5457100513
374	0.5456319629
375	0.5455492551
376	0.5454547004
377	0.5453763383
378	0.5452875487
379	0.5452123632
380	0.5451338881
381	0.545056016
382	0.5449672027
383	0.5448753113
384	0.5447937847
385	0.5447103888
386	0.5446238523
387	0.5445439186
388	0.5444716766
389	0.5443609543
390	0.5442756469
391	0.5441850221
392	0.5441003684
393	0.5440242503
394	0.5439563707
395	0.5438774517
396	0.5437981691
397	0.5437464741
398	0.5436631939
399	0.5435953666
400	0.5435281189
401	0.5434673075
402	0.5434018199
403	0.5433242179
404	0.5432497053
405	0.5431781206
406	0.5431199572
407	0.5430420206
408	0.5429739583
409	0.5428895686
410	0.5428274326
411	0.5427440184
412	0.5426614321
413	0.5425926508
414	0.5425209423
415	0.5424691395
416	0.5424098003
417	0.542334652
418	0.5422561004
419	0.5421996625
420	0.5421163736
421	0.5420444802
422	0.5419652622
423	0.541918052
424	0.5418612908
425	0.5417893203
426	0.5417253601
427	0.5416826315
428	0.5416203069
429	0.541551137
430	0.5414977679
431	0.5414448953
432	0.5414041788
433	0.5413399496
434	0.5412743733
435	0.5412053921
436	0.5411260913
437	0.5410723306
438	0.5410186154
439	0.5409670954
440	0.5409181963
441	0.5408530947
442	0.5407862311
443	0.5407190629
444	0.5406566732
445	0.5406042898
446	0.5405581518
447	0.5404979355
448	0.5404315213
449	0.540371338
450	0.540309913
451	0.540255155
452	0.5401935485
453	0.5401452127
454	0.540094106
455	0.5400342511
456	0.5399883533
457	0.5399350057
458	0.5398769441
459	0.5398381771
460	0.5397759474
461	0.5397330808
462	0.5396925504
463	0.5396566148
464	0.5396056895
465	0.5395571544
466	0.539513799
467	0.5394671339
468	0.5394207152
469	0.5393795082
470	0.5393257011
471	0.5392764709
472	0.5392298005
473	0.5391597489
474	0.5391058447
475	0.5390484626
476	0.538990461
477	0.5389362857
478	0.5388934225
479	0.5388398298
480	0.5387925078
481	0.5387512443
482	0.5387003833
483	0.5386447169
484	0.5385788076
485	0.5385280294
486	0.5384821923
487	0.538445613
488	0.538410592
489	0.5383630601
490	0.5383153498
491	0.5382775744
492	0.538236771
493	0.5381789962
494	0.5381225875
495	0.5380649268
496	0.538010678
497	0.5379637839
498	0.5379135549
499	0.5378625111
500	0.5378055061
501	0.5377551801
502	0.5377078274
503	0.537668397
504	0.5376356413
505	0.5375718813
506	0.5375216293
507	0.5374897441
508	0.5374248069
509	0.5373698777
510	0.5373379761
511	0.5372852362
512	0.5372160641
513	0.537168114
514	0.537127972
515	0.5370719164
516	0.5370401435
517	0.5369995582
518	0.536955676
519	0.5369277504
520	0.5368853306
521	0.5368255931
522	0.5367849476
523	0.5367499392
524	0.5367083215
525	0.53666529
526	0.5366189054
527	0.5365621167
528	0.5364989471
529	0.5364622743
530	0.5364176798
531	0.5363887702
532	0.5363572841
533	0.5363259634
534	0.5362747523
535	0.5362328793
536	0.5362174547
537	0.5361738913
538	0.5361311507
539	0.5360962577
540	0.5360363242
541	0.5360032561
542	0.5359608858
543	0.5359179744
544	0.5358719296
545	0.5358426497
546	0.53579784
547	0.535759223
